BOOT,protocol=cssp-rdmr-pli-v0.5.0,implementation=0.4.1,schema=rdmr-block-csv-v3,firmware_revision=17
CONFIG,protocol=cssp-rdmr-pli-v0.5.0,implementation=0.4.1,schema=rdmr-block-csv-v3,firmware_revision=17,run_id=1,scenario_id=812,algorithm=7,trajectory=0,noise=0,near_line=0,seed=1007,fs_hz=1000,sample_count=8000,block_size=50,tracker_search_mode=1,tracker_grid_points_max=32,pli_amplitude_u6=200000,value_scale=1000000,frequency_scale=1000,cycles=block_max
run_id,scenario_id,algorithm,seed,n,input,clean,output,true_frequency,estimated_frequency,estimated_frequency_next,tracker_calls,tracker_searches,tracker_grid_evaluations,state,cycles,block_cycles_total,block_cycles_mean,block_cycles_p95,residual_ratio,desired_energy,input_error_energy,output_error_energy,numeric_flags
1,812,7,1007,7300,127751,34087,23913,50000,50000,50000,13,12,384,2,1563,57138,1143,1156,3160,461950,984177,2108,0
1,812,7,1007,7350,-53618,40040,55955,50000,50000,50000,13,12,384,2,1582,56981,1140,1156,2527,2031464,984069,7849,0
1,812,7,1007,7400,12495,-81157,-89693,50000,50000,50000,13,12,384,2,1578,56814,1136,1157,2028,1057274,983961,4549,0
1,812,7,1007,7450,-38282,55366,49484,50000,50000,50000,13,12,384,2,1575,56945,1139,1157,5707,89841,983853,848,0
1,812,7,1007,7500,109713,16070,31520,50000,50000,50000,13,12,384,2,1558,56925,1139,1151,4408,1661933,983745,6435,0
1,812,7,1007,7550,-167895,-74257,-86538,50000,50000,50000,13,12,384,2,1555,56907,1138,1160,3318,1657757,983637,6683,0
1,812,7,1007,7600,164856,71224,70211,50000,50000,50000,13,12,384,2,1585,57071,1141,1161,5454,88245,983529,943,0
1,812,7,1007,7650,-103098,-9471,3999,50000,50000,50000,13,12,384,2,1601,56894,1138,1167,4426,1062429,983422,4242,0
1,812,7,1007,7700,33532,-60089,-74912,50000,50000,50000,13,12,384,2,1590,57037,1141,1163,3357,2029858,983314,7943,0
1,812,7,1007,7750,-13505,80110,84065,50000,50000,50000,13,12,384,2,1566,57158,1143,1166,2860,457769,983206,2357,0
1,812,7,1007,7800,59525,-34085,-23911,50000,50000,50000,13,12,384,2,1579,56904,1138,1159,3156,461942,983098,2108,0
1,812,7,1007,7850,-133645,-40039,-55954,50000,50000,50000,14,13,416,2,2700118,2755383,55108,1155,2525,2031447,982990,7849,0
1,812,7,1007,7900,174755,81154,89689,50000,50000,50000,14,13,416,2,1557,57073,1141,1164,2026,1057265,982882,4549,0
1,812,7,1007,7950,-148958,-55363,-49482,50000,50000,50000,14,13,416,2,1580,57107,1142,1159,5701,89836,982774,848,0
1,812,7,1007,8000,77518,-16070,-31520,50000,50000,50000,14,13,416,2,1580,56875,1138,1152,4404,1661921,982667,6435,0
STATS,rows=160,cycles_count=8000,cycles_mean=5518,cycles_median=1132,cycles_p95=1160,cycles_max=2716595,deadline_cycles=72000,deadline_violations=13,block_total_count=160,block_total_mean=275878,block_total_median=56965,block_total_p95=2746160,block_total_max=2771801,block_deadline_cycles=3600000,block_deadline_violations=0,tracker_cycle_count=14,tracker_cycles_mean=2503509,tracker_cycles_median=2694008,tracker_cycles_p95=2715051,tracker_cycles_max=2716595,tracker_searches=13,tracker_grid_evaluations=416,numeric_faults=0
DONE,rows=160,status=PASS
